"X","Gender","Race","Current.Age","TDCJ.Offense","Sentenced.Years","Sentence.Date","Year.of.Sentence","Sentenced.Age"
4352,"M","B",42,"AGG ROBBERY",38,"12/4/2002",2002,21
4353,"M","H",43,"MURDER",45,"6/23/2005",2005,25
4354,"F","B",56,"AGG ROBBERY",20,"10/25/2013",2013,46
4355,"M","B",42,"AGG ROBBERY",20,"6/28/2010",2010,29
4356,"F","B",41,"MURDER",25,"8/25/2008",2008,26
4357,"M","H",42,"MURDER",50,"1/12/1999",1999,18
4358,"F","W",44,"MURDER",40,"3/10/2003",2003,24
4359,"M","H",40,"AGG ROBBERY",20,"6/18/2021",2021,38
4360,"M","W",46,"AGG ROBBERY",12,"2/16/2022",2022,45
4361,"M","H",45,"MURDER",40,"10/14/1997",1997,19
4362,"M","B",43,"MURDER",45,"7/16/2008",2008,28
4363,"M","H",44,"MURDER",40,"9/17/2008",2008,29
4364,"M","H",42,"AGG ROBBERY",50,"2/27/2002",2002,21
4365,"M","H",45,"MURDER",50,"5/12/1997",1997,19
4366,"M","H",40,"AGG ROBBERY",50,"1/29/2016",2016,33
4367,"M","W",43,"MURDER",99,"2/13/2009",2009,29
4368,"M","B",42,"AGG ROBBERY",7,"10/3/2017",2017,36
4369,"F","B",40,"AGG ROBBERY",10,"10/26/2018",2018,35
4370,"M","W",44,"MURDER",45,"3/29/2010",2010,31
4371,"M","H",48,"MURDER",60,"12/15/1997",1997,22
4372,"M","H",44,"MURDER",45,"5/18/2001",2001,22
4373,"M","H",37,"AGG ROBBERY",12,"9/27/2021",2021,35
4374,"M","W",41,"MURDER",20,"7/10/2017",2017,35
4375,"M","B",42,"AGG ROBBERY",25,"4/26/2018",2018,37
4376,"M","B",47,"AGG ROBBERY",15,"1/19/2012",2012,36
4377,"M","B",48,"MURDER",25,"8/17/2011",2011,36
4378,"F","H",44,"MURDER",99,"5/13/2011",2011,32
4379,"M","W",43,"MURDER",40,"3/5/2004",2004,24
4380,"F","W",72,"MURDER",60,"12/11/1997",1997,46
4381,"M","H",40,"MURDER",22,"8/8/2007",2007,24
4382,"M","H",44,"MURDER",28,"10/3/2008",2008,29
4383,"M","H",37,"MURDER",30,"6/16/2008",2008,22
4384,"M","H",45,"AGG ROBBERY",55,"5/9/2000",2000,22
4385,"M","W",36,"AGG ROBBERY",10,"6/30/2020",2020,33
4386,"F","B",48,"MURDER",25,"4/12/2006",2006,31
4387,"M","H",57,"MURDER",35,"1/10/2017",2017,51
4388,"M","H",41,"MURDER",40,"7/13/2006",2006,24
4389,"M","B",42,"AGG ROBBERY",12,"8/30/2021",2021,40
4390,"M","W",43,"AGG ROBBERY",20,"9/23/2015",2015,35
4391,"M","H",43,"AGG ROBBERY",40,"2/27/2004",2004,24
4392,"M","B",45,"AGG ROBBERY",60,"9/22/2006",2006,28
4393,"M","H",41,"AGG ROBBERY",10,"12/16/2019",2019,37
4394,"M","B",44,"AGG ROBBERY",37,"5/5/2010",2010,31
4395,"M","B",43,"MURDER",75,"10/28/1999",1999,19
4396,"M","B",43,"AGG ROBBERY",75,"6/12/2013",2013,33
4397,"M","A",57,"AGG ROBBERY",50,"7/15/1997",1997,31
4398,"M","B",43,"AGG ROBBERY",45,"10/17/2002",2002,22
4399,"M","H",45,"MURDER",99,"1/27/1998",1998,20
4400,"M","W",44,"MURDER",99,"3/5/2015",2015,36
4401,"M","H",40,"MURDER",20,"5/4/2010",2010,27
4402,"M","W",41,"AGG ROBBERY",35,"3/26/2010",2010,28
4403,"M","W",51,"AGG ROBBERY",8,"6/24/2020",2020,48
4404,"M","W",43,"MURDER",30,"7/15/2005",2005,25
4405,"M","H",42,"MURDER",23,"5/5/2009",2009,28
4406,"M","H",44,"AGG ROBBERY",16,"3/16/2009",2009,30
4407,"M","B",56,"MURDER",40,"3/10/2006",2006,39
4408,"M","W",63,"MURDER",60,"5/21/1999",1999,39
4409,"M","B",41,"AGG ROBBERY",25,"8/27/2012",2012,30
4410,"M","B",58,"MURDER",40,"2/13/1998",1998,33
4411,"M","B",42,"MURDER",50,"11/19/2012",2012,31
4412,"M","H",56,"MURDER",50,"12/5/1997",1997,30
4413,"F","H",44,"MURDER",50,"4/17/1999",1999,20
4414,"M","H",39,"MURDER",13,"5/17/2013",2013,29
4415,"M","H",42,"MURDER",15,"12/12/2014",2014,33
4416,"M","B",40,"AGG ROBBERY",15,"11/10/2014",2014,31
4417,"M","B",42,"AGG ROBBERY",10,"7/30/2018",2018,37
4418,"M","W",40,"AGG ROBBERY",30,"4/12/2007",2007,24
4419,"M","H",40,"MURDER",70,"11/8/2013",2013,30
4420,"M","W",42,"AGG ROBBERY",75,"8/18/2005",2005,24
4421,"M","B",39,"MURDER",25,"10/6/1997",1997,13
4422,"M","H",42,"MURDER",60,"11/12/2002",2002,21
4423,"M","H",42,"MURDER",40,"6/4/2002",2002,21
4424,"M","B",42,"MURDER",65,"4/19/2007",2007,26
4425,"M","W",45,"MURDER",50,"11/12/1997",1997,19
4426,"M","W",43,"AGG ROBBERY",25,"11/29/2007",2007,27
4427,"M","H",39,"AGG ROBBERY",45,"2/26/2001",2001,17
4428,"M","H",41,"MURDER",40,"8/29/2001",2001,19
4429,"M","W",43,"AGG ROBBERY",30,"3/10/2017",2017,37
4430,"M","W",43,"AGG ROBBERY",20,"4/26/2016",2016,36
4431,"F","W",75,"MURDER",40,"3/27/1998",1998,50
4432,"M","H",39,"AGG ROBBERY",6,"10/12/2022",2022,38
4433,"M","B",39,"AGG ROBBERY",40,"6/18/2003",2003,19
4434,"M","H",43,"AGG ROBBERY",9,"10/9/2018",2018,38
4435,"M","B",37,"AGG ROBBERY",40,"6/28/2012",2012,26
4436,"M","B",39,"MURDER",30,"4/22/2004",2004,20
4437,"M","H",39,"AGG ROBBERY",20,"12/11/2013",2013,29
4438,"M","W",47,"MURDER",45,"4/5/1999",1999,23
4439,"M","B",37,"AGG ROBBERY",25,"7/18/2014",2014,28
4440,"M","B",40,"AGG ROBBERY",15,"2/15/2017",2017,34
4441,"M","B",41,"MURDER",52,"2/5/2007",2007,25
4442,"M","H",42,"MURDER",27,"5/13/2013",2013,32
4443,"M","B",40,"MURDER",50,"2/1/2001",2001,18
4444,"M","W",66,"MURDER",25,"12/10/2004",2004,47
4445,"M","H",53,"AGG ROBBERY",45,"9/5/2002",2002,32
4446,"M","B",40,"MURDER",50,"6/23/2011",2011,28
4447,"M","B",43,"MURDER",40,"7/8/2021",2021,41
4448,"M","B",43,"AGG ROBBERY",25,"10/18/2019",2019,39
4449,"M","B",39,"AGG ROBBERY",37,"2/16/2012",2012,28
4450,"M","B",41,"AGG ROBBERY",50,"9/4/2003",2003,21
4451,"M","B",50,"MURDER",15,"1/2/2014",2014,41
4452,"M","H",44,"MURDER",50,"6/18/1999",1999,20
4453,"M","B",39,"MURDER",75,"9/18/2002",2002,18
4454,"M","B",40,"AGG ROBBERY",50,"2/24/1999",1999,16
4455,"M","W",49,"MURDER",50,"12/17/1998",1998,24
4456,"M","W",40,"AGG ROBBERY",15,"6/15/2022",2022,39
4457,"M","H",44,"AGG ROBBERY",5,"9/6/2019",2019,40
4458,"M","B",42,"MURDER",22,"1/14/2022",2022,41
4459,"F","W",41,"AGG ROBBERY",30,"6/10/2008",2008,26
4460,"M","B",41,"MURDER",30,"10/19/2010",2010,28
4461,"M","W",41,"MURDER",45,"1/20/2022",2022,40
4462,"M","H",36,"AGG ROBBERY",20,"1/27/2005",2005,18
4464,"M","B",43,"MURDER",99,"9/8/1997",1997,17
4465,"M","W",50,"MURDER",35,"3/21/2016",2016,43
4466,"M","H",45,"MURDER",45,"3/17/1999",1999,21
4467,"M","H",41,"MURDER",45,"6/28/2017",2017,35
4468,"M","H",39,"AGG ROBBERY",30,"2/8/2007",2007,23
4469,"M","B",39,"MURDER",45,"12/8/2006",2006,22
4470,"F","H",39,"MURDER",45,"9/12/2003",2003,19
4471,"F","W",40,"AGG ROBBERY",20,"10/1/2015",2015,32
4472,"M","B",37,"MURDER",35,"5/23/2007",2007,21
4473,"M","B",41,"MURDER",75,"4/11/2013",2013,31
4474,"M","W",49,"MURDER",30,"5/17/2005",2005,31
4475,"M","H",49,"MURDER",40,"4/29/2011",2011,37
4476,"M","H",43,"MURDER",50,"10/21/2010",2010,30
4477,"M","H",44,"MURDER",40,"10/25/2007",2007,28
4478,"M","B",64,"MURDER",20,"2/1/2006",2006,47
4479,"M","W",41,"AGG ROBBERY",12,"11/9/2022",2022,40
4480,"M","H",43,"MURDER",60,"7/9/2007",2007,27
4481,"M","W",65,"MURDER",45,"3/7/2003",2003,45
4482,"M","B",44,"MURDER",48,"4/30/1999",1999,20
4483,"M","B",54,"AGG ROBBERY",10,"6/7/2019",2019,50
4484,"M","W",46,"AGG ROBBERY",45,"10/20/2006",2006,29
4485,"M","B",43,"MURDER",99,"8/14/2001",2001,21
4486,"M","W",67,"MURDER",40,"3/28/2011",2011,55
4487,"M","B",41,"MURDER",40,"9/11/2009",2009,27
4488,"M","B",43,"AGG ROBBERY",50,"6/28/1999",1999,19
4489,"M","B",65,"MURDER",25,"8/29/2013",2013,55
4490,"M","H",40,"AGG ROBBERY",20,"2/19/2013",2013,30
4491,"M","W",43,"AGG ROBBERY",75,"8/27/2009",2009,29
4492,"M","H",48,"MURDER",50,"4/27/1998",1998,23
4493,"M","H",40,"AGG ROBBERY",22,"3/7/2018",2018,35
4494,"M","H",40,"MURDER",21,"1/21/2010",2010,27
4495,"M","H",39,"MURDER",40,"3/31/2004",2004,20
4496,"M","B",43,"AGG ROBBERY",28,"4/29/2003",2003,23
4497,"M","W",54,"AGG ROBBERY",32,"8/14/2003",2003,34
4498,"M","W",64,"MURDER",99,"4/22/2016",2016,57
4499,"M","B",45,"MURDER",60,"10/2/1998",1998,20
4500,"M","B",41,"MURDER",45,"8/17/2001",2001,19
4501,"M","H",42,"AGG ROBBERY",50,"5/19/1998",1998,17
4502,"M","H",43,"MURDER",50,"2/19/2004",2004,24
4503,"M","W",44,"MURDER",30,"11/3/2014",2014,35
4504,"M","B",43,"MURDER",60,"10/20/1999",1999,19
4505,"M","H",41,"MURDER",30,"5/12/2014",2014,32
4506,"M","B",40,"MURDER",60,"3/17/2016",2016,33
4507,"M","B",43,"MURDER",75,"5/3/2001",2001,21
4508,"M","H",40,"AGG ROBBERY",50,"10/6/2008",2008,25
4509,"M","B",62,"MURDER",35,"11/8/2011",2011,50
4510,"M","B",39,"MURDER",25,"10/16/2008",2008,24
4511,"M","H",43,"AGG ROBBERY",20,"7/26/2001",2001,21
4512,"M","H",38,"MURDER",60,"6/7/2005",2005,20
4513,"M","W",39,"AGG ROBBERY",75,"11/29/2000",2000,16
4514,"M","H",40,"AGG ROBBERY",35,"5/26/2005",2005,22
4515,"M","H",44,"AGG ROBBERY",15,"6/14/2011",2011,32
4516,"M","W",38,"AGG ROBBERY",25,"11/2/2007",2007,22
4517,"M","B",36,"AGG ROBBERY",20,"1/10/2011",2011,24
4518,"M","B",43,"MURDER",30,"1/13/2000",2000,20
4519,"M","H",40,"MURDER",25,"1/28/2002",2002,19
4520,"M","H",40,"MURDER",40,"9/1/2011",2011,28
4521,"M","B",38,"MURDER",20,"6/14/2022",2022,37
4522,"M","W",39,"AGG ROBBERY",18,"4/9/2018",2018,34
4523,"M","H",45,"MURDER",25,"1/18/2006",2006,28
4524,"M","H",53,"MURDER",50,"5/4/1999",1999,29
4525,"M","H",49,"MURDER",30,"1/24/2011",2011,37
4526,"M","W",39,"MURDER",60,"12/17/2021",2021,37
4527,"M","H",47,"MURDER",25,"12/15/2006",2006,30
4528,"M","W",41,"MURDER",35,"9/12/2011",2011,29
4529,"M","B",40,"AGG ROBBERY",50,"11/22/2002",2002,19
4530,"F","B",39,"MURDER",30,"8/10/2018",2018,34
4531,"M","B",38,"AGG ROBBERY",65,"2/25/2004",2004,19
4532,"M","H",39,"AGG ROBBERY",70,"11/21/2016",2016,32
4533,"M","W",40,"MURDER",45,"6/6/2013",2013,30
4534,"F","B",38,"MURDER",33,"10/10/2018",2018,33
4535,"M","H",36,"MURDER",28,"12/8/2004",2004,17
4536,"M","B",39,"MURDER",99,"9/25/2006",2006,22
4537,"F","W",56,"MURDER",40,"5/28/2004",2004,37
4538,"M","B",41,"AGG ROBBERY",40,"9/11/2012",2012,30
4539,"M","H",38,"AGG ROBBERY",10,"12/7/2012",2012,27
4540,"M","W",43,"MURDER",25,"5/10/2002",2002,22
4541,"M","B",41,"MURDER",80,"10/11/2000",2000,18
4542,"M","B",45,"AGG ROBBERY",35,"4/9/2009",2009,31
4543,"M","H",44,"AGG ROBBERY",15,"8/18/2022",2022,43
4544,"M","W",44,"AGG ROBBERY",10,"2/24/2016",2016,37
4545,"M","B",38,"AGG ROBBERY",35,"6/11/2020",2020,35
4546,"M","H",43,"MURDER",40,"1/16/1998",1998,18
4547,"M","B",40,"MURDER",99,"6/21/2018",2018,35
4548,"M","H",40,"AGG ROBBERY",25,"8/23/2004",2004,21
4549,"M","H",39,"AGG ROBBERY",18,"5/14/2007",2007,23
4550,"M","H",55,"AGG ROBBERY",15,"1/12/2021",2021,53
4551,"M","B",44,"AGG ROBBERY",45,"3/23/2012",2012,33
4552,"M","B",43,"MURDER",15,"7/2/2013",2013,33
4553,"M","B",42,"MURDER",45,"9/22/2016",2016,35
4554,"M","H",40,"MURDER",50,"12/10/2009",2009,26
4555,"F","H",43,"MURDER",28,"11/15/2013",2013,33
4556,"M","B",40,"MURDER",40,"6/20/2019",2019,36
4557,"M","H",39,"MURDER",60,"8/2/2004",2004,20
4558,"M","W",38,"AGG ROBBERY",12,"8/9/2019",2019,34
4559,"M","B",42,"MURDER",90,"3/20/2015",2015,34
4560,"M","H",39,"AGG ROBBERY",10,"4/17/2017",2017,33
4561,"M","H",38,"AGG ROBBERY",25,"7/18/2007",2007,22
4562,"M","B",43,"AGG ROBBERY",75,"6/29/2017",2017,37
4563,"M","H",50,"MURDER",30,"1/11/2010",2010,37
4564,"M","H",41,"AGG ROBBERY",18,"10/2/2003",2003,21
4565,"M","B",41,"AGG ROBBERY",30,"10/30/2003",2003,21
4566,"M","H",38,"MURDER",40,"3/28/2008",2008,23
4567,"M","H",45,"MURDER",70,"10/9/2019",2019,41
4568,"M","H",38,"MURDER",38,"4/5/2017",2017,32
4569,"M","H",38,"MURDER",10,"6/15/2017",2017,32
4570,"M","B",39,"AGG ROBBERY",20,"5/5/2008",2008,24
4571,"M","B",44,"AGG ROBBERY",28,"3/23/2005",2005,26
4572,"F","B",64,"MURDER",55,"7/1/2004",2004,45
4573,"M","W",43,"AGG ROBBERY",40,"4/23/2019",2019,39
4574,"M","H",52,"MURDER",25,"6/12/2007",2007,36
4575,"M","H",39,"MURDER",58,"1/16/2004",2004,20
4576,"M","H",40,"MURDER",40,"10/10/2003",2003,20
4577,"M","H",37,"AGG ROBBERY",60,"4/28/2008",2008,22
4578,"M","B",49,"MURDER",45,"7/30/2012",2012,38
4579,"M","H",40,"AGG ROBBERY",40,"10/23/2003",2003,20
4580,"M","B",45,"MURDER",22,"5/1/2002",2002,24
4581,"M","B",43,"AGG ROBBERY",30,"4/19/2022",2022,42
4582,"M","B",43,"AGG ROBBERY",25,"8/23/2012",2012,32
4583,"M","H",47,"AGG ROBBERY",30,"8/1/2003",2003,27
4584,"M","B",38,"MURDER",35,"10/10/2007",2007,22
4585,"M","W",39,"AGG ROBBERY",34,"8/13/2018",2018,34
4586,"M","W",43,"MURDER",18,"8/18/2014",2014,34
4588,"M","H",43,"AGG ROBBERY",30,"8/21/2013",2013,33
4589,"M","W",57,"MURDER",45,"2/25/1998",1998,32
4590,"M","H",45,"AGG ROBBERY",15,"3/2/2015",2015,37
4591,"M","W",38,"AGG ROBBERY",60,"2/18/2004",2004,19
4592,"M","B",38,"AGG ROBBERY",35,"5/28/2002",2002,17
4593,"M","H",40,"AGG ROBBERY",20,"6/17/2011",2011,28
4594,"M","W",53,"MURDER",40,"4/9/2001",2001,31
4595,"M","W",38,"MURDER",15,"6/12/2015",2015,30
4596,"F","W",45,"MURDER",45,"7/25/2000",2000,22
4597,"M","B",41,"AGG ROBBERY",30,"8/10/1998",1998,16
4598,"M","B",40,"AGG ROBBERY",50,"6/30/2008",2008,25
4599,"M","H",53,"MURDER",25,"10/12/2006",2006,36
4600,"M","W",45,"MURDER",99,"3/27/2001",2001,23
4601,"M","B",39,"AGG ROBBERY",20,"11/7/2011",2011,27
4602,"M","H",45,"MURDER",27,"4/2/2019",2019,41
4603,"M","W",41,"MURDER",40,"6/20/2008",2008,26
4604,"M","H",42,"MURDER",30,"5/13/2008",2008,27
4605,"M","B",44,"MURDER",40,"5/25/2021",2021,42
4606,"M","W",41,"AGG ROBBERY",27,"9/29/2021",2021,39
4607,"M","H",40,"MURDER",34,"5/29/2014",2014,31
4608,"M","B",42,"AGG ROBBERY",99,"12/3/2004",2004,23
4609,"M","B",39,"AGG ROBBERY",40,"8/5/2015",2015,31
4610,"M","B",41,"AGG ROBBERY",22,"3/4/2004",2004,22
4611,"M","H",41,"MURDER",45,"9/3/2003",2003,21
4612,"M","B",40,"AGG ROBBERY",15,"5/10/2018",2018,35
4613,"M","B",42,"AGG ROBBERY",10,"3/4/2022",2022,41
4614,"M","B",40,"MURDER",75,"6/27/2013",2013,30
4615,"M","B",42,"MURDER",75,"11/21/2011",2011,30
4616,"M","B",42,"MURDER",50,"9/5/2003",2003,22
4617,"M","B",41,"AGG ROBBERY",10,"9/13/2021",2021,39
4618,"M","B",43,"MURDER",45,"3/2/2012",2012,32
4619,"M","B",42,"AGG ROBBERY",26,"12/12/2017",2017,36
4620,"F","H",41,"AGG ROBBERY",25,"1/31/2014",2014,32
4621,"M","B",39,"AGG ROBBERY",25,"4/1/2010",2010,26
4622,"M","B",39,"AGG ROBBERY",45,"4/17/2019",2019,35
4623,"M","H",38,"AGG ROBBERY",8,"1/29/2018",2018,33
4624,"M","W",41,"AGG ROBBERY",40,"9/9/1998",1998,16
4625,"M","W",82,"MURDER",55,"5/18/1999",1999,58
4626,"M","B",43,"AGG ROBBERY",35,"12/1/2020",2020,40
4627,"M","H",39,"MURDER",99,"8/15/2002",2002,18
4628,"M","B",44,"MURDER",60,"1/6/2003",2003,24
4629,"M","B",43,"AGG ROBBERY",35,"8/16/2006",2006,26
4630,"M","H",39,"MURDER",50,"11/28/2007",2007,23
4631,"M","W",39,"AGG ROBBERY",10,"7/27/2017",2017,33
4632,"M","H",41,"MURDER",25,"3/21/2005",2005,23
4633,"M","B",42,"MURDER",25,"8/31/2015",2015,34
4634,"M","B",40,"MURDER",50,"2/10/2012",2012,29
4635,"M","H",39,"AGG ROBBERY",10,"2/21/2014",2014,30
4636,"M","B",44,"AGG ROBBERY",50,"11/19/1998",1998,19
4637,"M","B",41,"MURDER",50,"11/12/1999",1999,17
4638,"M","B",69,"MURDER",28,"10/10/2022",2022,68
4639,"M","W",64,"MURDER",27,"10/17/2014",2014,55
4640,"M","H",51,"AGG ROBBERY",60,"6/4/2003",2003,31
4641,"M","B",38,"AGG ROBBERY",20,"5/23/2007",2007,22
4642,"M","W",42,"MURDER",55,"7/8/1998",1998,17
4643,"M","H",44,"MURDER",99,"9/22/1999",1999,20
4644,"M","B",39,"AGG ROBBERY",30,"9/10/2004",2004,20
4645,"M","H",40,"MURDER",25,"1/26/2004",2004,21
4646,"M","H",40,"MURDER",35,"5/3/2018",2018,35
4647,"M","H",43,"MURDER",35,"1/14/2003",2003,23
4648,"M","W",36,"MURDER",45,"8/4/2003",2003,16
4649,"M","B",44,"AGG ROBBERY",50,"1/29/2010",2010,31
4650,"M","W",57,"MURDER",35,"10/6/2004",2004,38
4651,"M","H",40,"AGG ROBBERY",35,"7/2/2002",2002,19
4652,"M","H",40,"AGG ROBBERY",30,"4/27/2001",2001,18
4653,"M","H",37,"AGG ROBBERY",25,"1/9/2023",2023,37
4654,"M","B",41,"AGG ROBBERY",60,"6/29/2000",2000,18
4655,"M","H",41,"AGG ROBBERY",55,"8/28/1998",1998,16
4656,"M","H",38,"AGG ROBBERY",15,"4/28/2022",2022,37
4657,"F","B",42,"AGG ROBBERY",40,"9/8/2004",2004,23
4658,"M","B",39,"MURDER",31,"3/15/2006",2006,22
4659,"M","H",40,"AGG ROBBERY",35,"6/15/2011",2011,28
4660,"M","H",40,"MURDER",22,"9/21/2005",2005,22
4661,"M","W",40,"AGG ROBBERY",18,"7/19/2016",2016,33
4662,"M","H",41,"MURDER",75,"7/19/2006",2006,24
4663,"M","B",48,"AGG ROBBERY",27,"5/14/2019",2019,44
4664,"M","B",41,"MURDER",50,"9/18/2006",2006,24
4665,"M","B",43,"AGG ROBBERY",35,"11/22/2004",2004,24
4666,"M","B",49,"AGG ROBBERY",30,"1/5/2005",2005,31
4667,"M","B",45,"MURDER",25,"12/21/2012",2012,34
4668,"M","W",43,"MURDER",30,"1/30/2004",2004,24
4669,"M","H",42,"MURDER",30,"4/10/2017",2017,36
4670,"M","H",43,"AGG ROBBERY",35,"2/6/2004",2004,24
4671,"M","H",43,"MURDER",30,"6/18/1998",1998,18
4672,"M","B",40,"AGG ROBBERY",15,"4/23/2021",2021,38
4673,"M","H",38,"AGG ROBBERY",20,"5/12/2009",2009,24
4674,"M","W",39,"AGG ROBBERY",20,"5/5/2011",2011,27
4675,"M","W",45,"MURDER",45,"10/30/2000",2000,22
4676,"M","H",39,"MURDER",23,"10/7/2016",2016,32
4677,"M","W",41,"MURDER",50,"2/26/2019",2019,37
4678,"M","W",52,"MURDER",40,"6/19/2000",2000,29
4679,"M","B",40,"MURDER",28,"9/18/2008",2008,25
4680,"M","B",44,"MURDER",60,"5/28/2004",2004,25
4681,"M","B",44,"AGG ROBBERY",35,"12/12/2002",2002,23
4682,"M","H",44,"AGG ROBBERY",25,"2/22/2018",2018,39
4683,"M","A",43,"AGG ROBBERY",15,"1/12/2015",2015,35
4684,"M","H",46,"MURDER",99,"9/14/2012",2012,35
4685,"M","B",42,"MURDER",60,"3/17/2009",2009,28
4686,"M","H",36,"MURDER",70,"2/17/2012",2012,25
4687,"M","H",49,"MURDER",99,"8/19/2002",2002,28
4688,"M","W",40,"MURDER",25,"11/30/2022",2022,39
4689,"M","H",41,"AGG ROBBERY",17,"5/23/2013",2013,31
4690,"M","H",40,"MURDER",50,"11/1/2007",2007,24
4691,"M","H",43,"MURDER",30,"8/13/2010",2010,30
4692,"M","B",38,"AGG ROBBERY",35,"3/14/2007",2007,22
4693,"M","B",41,"AGG ROBBERY",30,"11/3/2005",2005,23
4694,"M","H",37,"MURDER",40,"9/23/2009",2009,23
4695,"M","H",40,"AGG ROBBERY",10,"9/25/2017",2017,34
4696,"M","B",41,"AGG ROBBERY",25,"11/14/2001",2001,19
4697,"F","B",38,"AGG ROBBERY",50,"1/11/2006",2006,21
4698,"M","B",40,"MURDER",20,"3/12/2010",2010,27
4699,"M","W",43,"MURDER",99,"11/8/2007",2007,27
4700,"F","B",45,"MURDER",40,"11/4/1999",1999,21
4701,"M","H",41,"MURDER",30,"7/2/2007",2007,25
4702,"M","B",43,"MURDER",29,"3/4/2005",2005,25
4703,"M","W",40,"MURDER",55,"2/10/2005",2005,22
4704,"M","H",69,"MURDER",10,"9/23/2021",2021,67
4705,"M","W",42,"AGG ROBBERY",50,"11/10/1998",1998,17
4706,"M","B",43,"AGG ROBBERY",45,"1/31/2003",2003,23
4707,"M","B",49,"AGG ROBBERY",60,"9/2/1998",1998,24
4708,"M","B",45,"MURDER",40,"9/11/2013",2013,35
4709,"M","H",43,"AGG ROBBERY",10,"1/31/2022",2022,42
4710,"M","B",39,"MURDER",32,"11/27/2001",2001,17
4711,"M","H",40,"AGG ROBBERY",18,"12/29/2003",2003,20
4712,"M","H",40,"AGG ROBBERY",35,"4/12/2006",2006,23
4713,"M","B",35,"AGG ROBBERY",15,"9/16/2022",2022,34
4714,"M","W",80,"MURDER",35,"4/2/1998",1998,55
4715,"M","W",47,"MURDER",55,"3/11/1999",1999,23
4716,"M","B",43,"MURDER",40,"10/11/2006",2006,26
4717,"M","B",49,"MURDER",40,"2/4/2005",2005,31
4718,"M","B",44,"MURDER",60,"6/12/2000",2000,21
4719,"F","W",54,"MURDER",55,"8/13/2002",2002,33
4720,"M","H",39,"MURDER",45,"4/4/2003",2003,19
4721,"M","A",37,"MURDER",40,"10/8/2012",2012,26
4722,"M","W",39,"MURDER",10,"4/24/2017",2017,33
4723,"M","H",44,"MURDER",45,"11/26/2001",2001,22
4724,"M","B",43,"MURDER",25,"5/15/2003",2003,23
4725,"M","W",38,"MURDER",55,"5/17/2006",2006,21
4726,"F","B",43,"AGG ROBBERY",20,"4/22/2009",2009,29
4727,"M","H",46,"MURDER",49,"7/29/2008",2008,31
4728,"M","H",41,"MURDER",17,"4/14/2016",2016,34
4729,"M","B",43,"AGG ROBBERY",99,"8/2/2002",2002,22
4730,"M","B",41,"AGG ROBBERY",30,"2/19/2003",2003,21
4731,"M","B",41,"AGG ROBBERY",40,"6/9/2000",2000,18
4732,"M","B",39,"MURDER",25,"2/12/2010",2010,26
4733,"F","H",42,"MURDER",30,"9/12/2008",2008,27
4734,"M","B",43,"MURDER",75,"10/7/2004",2004,24
4735,"M","B",44,"MURDER",30,"10/10/2013",2013,34
4736,"M","H",46,"AGG ROBBERY",20,"10/22/2003",2003,26
4737,"M","B",40,"AGG ROBBERY",20,"5/5/2014",2014,31
4738,"F","B",38,"MURDER",20,"12/17/2012",2012,27
4739,"M","H",39,"AGG ROBBERY",25,"6/21/1999",1999,15
4740,"M","B",40,"AGG ROBBERY",48,"12/8/2006",2006,23
4741,"M","H",41,"MURDER",50,"12/20/2007",2007,25
4742,"M","H",36,"MURDER",30,"4/7/2005",2005,18
4743,"M","B",35,"AGG ROBBERY",15,"10/6/2021",2021,33
4744,"M","W",39,"MURDER",20,"11/12/2014",2014,30
4745,"M","H",65,"MURDER",40,"8/4/1999",1999,41
4746,"M","H",49,"MURDER",32,"2/24/2012",2012,38
4747,"M","B",39,"AGG ROBBERY",60,"12/7/2006",2006,22
4748,"M","B",38,"AGG ROBBERY",24,"8/10/2010",2010,25
4749,"M","H",43,"AGG ROBBERY",30,"1/12/2011",2011,31
4750,"F","W",74,"MURDER",30,"3/12/2004",2004,55
4751,"M","H",44,"MURDER",48,"10/9/2003",2003,24
4752,"M","H",43,"MURDER",54,"3/16/2011",2011,31
4753,"M","W",51,"AGG ROBBERY",99,"9/11/2003",2003,31
4754,"M","H",41,"AGG ROBBERY",14,"6/2/2016",2016,34
4755,"M","H",45,"MURDER",45,"3/7/2013",2013,35
4756,"M","B",40,"MURDER",45,"3/8/2001",2001,18
4757,"M","B",58,"MURDER",10,"12/19/2017",2017,52
4758,"M","B",42,"MURDER",30,"7/9/2010",2010,29
4759,"M","H",39,"MURDER",50,"9/18/2013",2013,29
4760,"M","B",36,"MURDER",23,"12/13/2007",2007,20
4761,"M","B",43,"AGG ROBBERY",15,"6/27/2017",2017,37
4762,"M","B",42,"AGG ROBBERY",50,"2/1/2002",2002,21
4763,"M","B",43,"AGG ROBBERY",50,"2/22/2018",2018,38
4764,"M","H",44,"MURDER",45,"9/4/2007",2007,28
4765,"M","B",49,"AGG ROBBERY",60,"2/5/1999",1999,25
4766,"F","B",45,"MURDER",30,"5/16/2005",2005,27
4767,"M","B",40,"AGG ROBBERY",40,"2/23/2004",2004,21
4768,"M","W",62,"MURDER",60,"11/19/1998",1998,37
4769,"M","B",40,"AGG ROBBERY",10,"8/15/2016",2016,33
4770,"M","W",42,"MURDER",40,"6/21/2021",2021,40
4771,"M","H",42,"MURDER",49,"12/1/1999",1999,18
4772,"F","H",40,"AGG ROBBERY",15,"3/28/2012",2012,29
4773,"M","W",63,"AGG ROBBERY",30,"7/17/1998",1998,38
