"X","Gender","Race","Current.Age","TDCJ.Offense","Sentenced.Years","Sentence.Date","Year.of.Sentence","Sentenced.Age"
6383,"M","H",38,"MURDER",49,"1/12/2005",2005,20
6384,"M","B",37,"AGG ROBBERY",75,"8/1/2018",2018,32
6385,"M","H",42,"AGG ROBBERY",55,"3/21/2003",2003,22
6386,"M","H",36,"MURDER",30,"2/14/2014",2014,27
6387,"M","W",38,"AGG ROBBERY",40,"8/20/2010",2010,25
6388,"M","H",33,"MURDER",30,"1/26/2015",2015,25
6389,"M","W",38,"AGG ROBBERY",20,"6/8/2009",2009,24
6390,"M","H",33,"AGG ROBBERY",40,"11/20/2009",2009,19
6391,"M","B",34,"AGG ROBBERY",20,"5/13/2008",2008,19
6392,"M","W",40,"MURDER",40,"2/11/2013",2013,30
6393,"M","B",37,"AGG ROBBERY",8,"7/14/2022",2022,36
6394,"M","H",36,"AGG ROBBERY",15,"12/17/2013",2013,26
6395,"M","H",35,"MURDER",30,"4/8/2010",2010,22
6396,"M","B",37,"AGG ROBBERY",45,"2/18/2005",2005,19
6397,"M","H",33,"AGG ROBBERY",20,"7/2/2019",2019,29
6398,"M","B",46,"AGG ROBBERY",60,"10/21/2004",2004,27
6399,"F","H",45,"MURDER",75,"11/1/2002",2002,24
6400,"M","H",37,"MURDER",40,"11/7/2016",2016,30
6401,"M","W",40,"MURDER",25,"10/17/2011",2011,28
6402,"M","B",49,"MURDER",20,"6/12/2018",2018,44
6403,"M","H",36,"MURDER",40,"1/18/2008",2008,21
6404,"M","B",40,"AGG ROBBERY",38,"7/12/2006",2006,23
6405,"M","B",40,"AGG ROBBERY",50,"11/1/2006",2006,23
6406,"M","B",36,"AGG ROBBERY",18,"5/19/2006",2006,19
6407,"M","H",37,"AGG ROBBERY",20,"2/18/2016",2016,30
6408,"M","W",44,"MURDER",50,"11/19/2004",2004,25
6409,"M","W",61,"MURDER",20,"10/27/2006",2006,44
6410,"M","W",44,"AGG ROBBERY",10,"1/20/2022",2022,43
6411,"M","H",34,"AGG ROBBERY",40,"6/4/2013",2013,24
6412,"M","B",36,"AGG ROBBERY",15,"9/5/2013",2013,26
6413,"M","W",36,"MURDER",40,"5/24/2010",2010,23
6414,"M","B",36,"MURDER",50,"6/1/2009",2009,22
6415,"M","B",52,"MURDER",40,"7/20/2015",2015,44
6416,"M","B",39,"MURDER",20,"1/29/2018",2018,34
6417,"M","W",39,"AGG ROBBERY",8,"8/10/2020",2020,36
6418,"M","B",39,"AGG ROBBERY",40,"8/18/2003",2003,19
6419,"M","H",35,"MURDER",30,"1/26/2011",2011,23
6420,"M","B",41,"MURDER",25,"6/4/2013",2013,31
6421,"M","B",41,"AGG ROBBERY",25,"9/4/2013",2013,31
6422,"M","H",37,"MURDER",45,"2/5/2013",2013,27
6423,"M","B",36,"MURDER",40,"12/1/2016",2016,29
6424,"M","W",46,"MURDER",60,"4/28/2014",2014,37
6425,"M","H",42,"MURDER",20,"3/3/2011",2011,30
6426,"M","H",34,"AGG ROBBERY",25,"3/20/2014",2014,25
6427,"M","W",42,"MURDER",60,"9/4/2014",2014,33
6428,"M","H",53,"MURDER",22,"5/22/2014",2014,44
6429,"M","H",38,"MURDER",40,"1/4/2023",2023,38
6430,"M","H",42,"MURDER",40,"4/28/2003",2003,22
6431,"M","H",32,"MURDER",30,"12/4/2009",2009,18
6432,"M","B",39,"AGG ROBBERY",10,"6/7/2022",2022,38
6433,"M","B",38,"AGG ROBBERY",40,"1/4/2005",2005,20
6434,"M","W",69,"MURDER",25,"8/16/2019",2019,65
6435,"M","B",35,"MURDER",30,"10/10/2016",2016,28
6436,"M","W",38,"MURDER",99,"2/7/2014",2014,29
6437,"M","B",40,"AGG ROBBERY",20,"5/11/2004",2004,21
6438,"M","W",38,"AGG ROBBERY",25,"2/18/2015",2015,30
6439,"M","H",33,"MURDER",5,"10/10/2019",2019,29
6440,"M","H",34,"AGG ROBBERY",7,"6/3/2022",2022,33
6441,"M","H",38,"MURDER",37,"8/6/2010",2010,25
6442,"M","H",36,"AGG ROBBERY",10,"7/5/2016",2016,29
6443,"M","B",38,"AGG ROBBERY",40,"9/15/2005",2005,20
6444,"M","H",38,"MURDER",40,"5/14/2010",2010,25
6445,"M","B",56,"MURDER",25,"8/7/2002",2002,35
6446,"M","H",40,"MURDER",60,"8/17/2022",2022,39
6447,"M","H",34,"MURDER",40,"8/11/2011",2011,22
6448,"M","W",31,"MURDER",28,"9/13/2022",2022,30
6449,"M","H",34,"AGG ROBBERY",14,"2/2/2011",2011,22
6450,"M","B",33,"AGG ROBBERY",30,"6/28/2010",2010,20
6451,"M","B",33,"MURDER",37,"9/28/2011",2011,21
6452,"M","B",41,"AGG ROBBERY",15,"6/21/2016",2016,34
6453,"F","H",46,"AGG ROBBERY",40,"8/22/2006",2006,29
6454,"M","B",35,"MURDER",99,"2/24/2010",2010,22
6455,"M","W",39,"AGG ROBBERY",20,"6/4/2012",2012,28
6456,"M","H",34,"AGG ROBBERY",17,"11/14/2017",2017,28
6457,"M","W",49,"AGG ROBBERY",5,"8/4/2022",2022,48
6458,"M","H",33,"MURDER",30,"6/18/2018",2018,28
6459,"M","B",37,"MURDER",40,"4/18/2022",2022,36
6460,"F","B",36,"MURDER",35,"2/5/2013",2013,26
6461,"M","H",47,"AGG ROBBERY",15,"9/18/2019",2019,43
6462,"M","W",39,"AGG ROBBERY",33,"5/9/2008",2008,24
6463,"M","B",36,"AGG ROBBERY",65,"4/13/2007",2007,20
6464,"M","H",56,"MURDER",40,"10/3/2012",2012,45
6465,"M","B",34,"MURDER",20,"12/6/2010",2010,21
6466,"F","B",34,"AGG ROBBERY",35,"9/25/2013",2013,24
6467,"M","W",35,"AGG ROBBERY",15,"1/24/2017",2017,29
6468,"M","H",34,"AGG ROBBERY",30,"3/25/2008",2008,19
6469,"M","B",35,"AGG ROBBERY",10,"1/27/2023",2023,35
6470,"M","W",37,"AGG ROBBERY",5,"4/15/2021",2021,35
6471,"M","H",34,"MURDER",45,"12/9/2022",2022,33
6472,"M","H",38,"AGG ROBBERY",60,"10/3/2002",2002,17
6473,"M","B",52,"MURDER",20,"4/6/2015",2015,44
6474,"M","B",37,"AGG ROBBERY",60,"9/16/2022",2022,36
6475,"M","H",34,"MURDER",75,"5/11/2012",2012,23
6476,"M","H",37,"MURDER",23,"10/21/2019",2019,33
6477,"F","B",46,"MURDER",50,"6/27/2003",2003,26
6478,"M","B",41,"MURDER",30,"6/14/2022",2022,40
6479,"M","B",34,"MURDER",60,"5/8/2014",2014,25
6480,"M","B",33,"AGG ROBBERY",35,"5/12/2015",2015,25
6481,"M","H",37,"MURDER",30,"6/1/2017",2017,31
6482,"M","W",41,"MURDER",55,"10/21/2005",2005,23
6483,"M","H",36,"MURDER",60,"1/26/2007",2007,20
6484,"M","H",34,"AGG ROBBERY",8,"3/8/2016",2016,27
6485,"M","H",31,"MURDER",25,"2/6/2014",2014,22
6486,"M","W",72,"MURDER",40,"11/27/2002",2002,51
6487,"M","B",34,"MURDER",40,"6/10/2016",2016,27
6488,"M","B",40,"MURDER",25,"9/23/2005",2005,22
6489,"M","B",37,"AGG ROBBERY",50,"9/13/2007",2007,21
6490,"M","H",37,"AGG ROBBERY",30,"8/24/2007",2007,21
6491,"M","B",34,"MURDER",28,"4/27/2009",2009,20
6492,"M","B",35,"MURDER",50,"2/20/2018",2018,30
6493,"M","B",41,"MURDER",16,"8/6/2009",2009,27
6494,"M","B",37,"AGG ROBBERY",20,"2/3/2011",2011,25
6495,"M","B",35,"AGG ROBBERY",65,"4/12/2018",2018,30
6496,"M","H",37,"AGG ROBBERY",50,"7/29/2004",2004,18
6497,"M","B",37,"AGG ROBBERY",35,"3/21/2006",2006,20
6498,"M","H",34,"AGG ROBBERY",35,"3/8/2007",2007,18
6499,"M","H",36,"MURDER",60,"2/3/2005",2005,18
6500,"M","W",38,"AGG ROBBERY",27,"12/29/2015",2015,30
6501,"M","H",34,"AGG ROBBERY",20,"1/13/2005",2005,16
6502,"M","B",36,"MURDER",80,"8/13/2009",2009,22
6503,"M","H",34,"AGG ROBBERY",10,"5/25/2017",2017,28
6504,"M","B",42,"AGG ROBBERY",23,"3/25/2011",2011,30
6505,"M","B",41,"AGG ROBBERY",18,"10/18/2006",2006,24
6506,"M","B",62,"AGG ROBBERY",40,"3/24/2003",2003,42
6507,"M","B",42,"MURDER",30,"5/15/2006",2006,25
6508,"M","H",38,"AGG ROBBERY",5,"5/6/2021",2021,36
6509,"M","B",37,"MURDER",40,"9/8/2008",2008,22
6510,"M","H",35,"MURDER",25,"2/23/2009",2009,21
6511,"M","B",56,"MURDER",60,"7/27/2012",2012,45
6512,"M","B",37,"AGG ROBBERY",60,"9/9/2022",2022,36
6513,"M","B",41,"MURDER",18,"6/19/2006",2006,24
6514,"M","B",33,"AGG ROBBERY",20,"4/15/2019",2019,29
6515,"M","H",36,"AGG ROBBERY",17,"10/12/2009",2009,22
6516,"M","H",35,"AGG ROBBERY",15,"8/7/2019",2019,31
6517,"M","H",35,"MURDER",50,"7/20/2011",2011,23
6518,"M","H",38,"MURDER",65,"1/23/2017",2017,32
6519,"M","W",64,"MURDER",45,"7/26/2002",2002,43
6520,"M","B",35,"AGG ROBBERY",24,"5/5/2017",2017,29
6521,"M","H",48,"AGG ROBBERY",8,"11/8/2022",2022,47
6522,"F","H",44,"MURDER",35,"4/10/2006",2006,27
6523,"M","H",34,"AGG ROBBERY",40,"6/24/2011",2011,22
6524,"M","B",66,"MURDER",40,"4/18/2003",2003,46
6525,"M","W",36,"AGG ROBBERY",20,"7/9/2013",2013,26
6526,"M","W",48,"MURDER",54,"5/6/2004",2004,29
6527,"M","B",38,"MURDER",50,"1/24/2022",2022,37
6528,"M","H",39,"MURDER",99,"12/2/2005",2005,21
6529,"M","B",38,"AGG ROBBERY",35,"3/12/2010",2010,25
6530,"M","H",36,"MURDER",25,"9/2/2010",2010,23
6531,"F","B",37,"MURDER",40,"5/27/2003",2003,17
6532,"M","W",37,"MURDER",35,"7/28/2014",2014,28
6533,"M","H",34,"MURDER",26,"8/1/2013",2013,24
6534,"M","B",38,"AGG ROBBERY",65,"3/13/2018",2018,33
6535,"M","H",37,"MURDER",45,"12/8/2017",2017,31
6536,"M","B",43,"MURDER",45,"10/4/2013",2013,33
6537,"M","H",40,"AGG ROBBERY",9,"4/16/2015",2015,32
6538,"M","B",36,"AGG ROBBERY",20,"6/9/2005",2005,18
6539,"M","B",43,"MURDER",65,"6/15/2017",2017,37
6540,"M","W",45,"AGG ROBBERY",40,"12/17/2002",2002,24
6541,"M","H",39,"AGG ROBBERY",8,"9/5/2018",2018,34
6542,"M","H",43,"MURDER",25,"1/22/2003",2003,23
6543,"M","H",33,"MURDER",25,"10/3/2011",2011,21
6544,"M","B",37,"AGG ROBBERY",40,"6/21/2005",2005,19
6545,"M","B",37,"AGG ROBBERY",20,"4/13/2006",2006,20
6546,"M","H",36,"MURDER",20,"3/5/2009",2009,22
6547,"F","W",43,"AGG ROBBERY",8,"5/11/2021",2021,41
6548,"M","B",37,"AGG ROBBERY",8,"8/22/2022",2022,36
6549,"M","H",52,"MURDER",80,"5/5/2009",2009,38
6550,"M","H",44,"MURDER",50,"6/22/2010",2010,31
6551,"M","H",50,"AGG ROBBERY",10,"12/10/2004",2004,31
6552,"M","B",37,"AGG ROBBERY",40,"1/22/2008",2008,22
6553,"M","B",37,"MURDER",25,"12/19/2008",2008,22
6554,"M","W",39,"AGG ROBBERY",12,"11/15/2018",2018,34
6555,"M","H",36,"AGG ROBBERY",25,"10/19/2012",2012,25
6556,"M","B",33,"AGG ROBBERY",20,"11/8/2012",2012,22
6557,"M","B",36,"MURDER",70,"2/22/2005",2005,18
6558,"M","B",39,"AGG ROBBERY",20,"2/28/2022",2022,38
6559,"M","H",40,"AGG ROBBERY",35,"11/20/2002",2002,19
6560,"M","H",49,"AGG ROBBERY",20,"8/20/2019",2019,45
6561,"M","B",37,"MURDER",30,"8/26/2009",2009,23
6562,"M","W",61,"MURDER",20,"7/25/2018",2018,56
6563,"M","W",68,"MURDER",20,"2/7/2012",2012,57
6564,"M","B",38,"MURDER",15,"4/29/2022",2022,37
6565,"M","W",38,"MURDER",40,"9/8/2005",2005,20
6566,"M","B",35,"AGG ROBBERY",25,"8/26/2013",2013,25
6567,"M","W",33,"MURDER",45,"11/12/2012",2012,22
6568,"M","W",35,"AGG ROBBERY",45,"10/13/2022",2022,34
6569,"F","W",56,"MURDER",60,"7/28/2003",2003,36
6570,"M","H",58,"MURDER",99,"1/14/2003",2003,38
6571,"F","W",53,"MURDER",40,"3/10/2005",2005,35
6572,"M","B",35,"AGG ROBBERY",6,"8/24/2022",2022,34
6573,"M","B",37,"MURDER",35,"8/19/2014",2014,28
6574,"M","H",40,"MURDER",50,"1/22/2004",2004,21
6575,"M","B",35,"AGG ROBBERY",15,"6/15/2016",2016,28
6576,"M","B",34,"AGG ROBBERY",50,"5/4/2011",2011,22
6577,"M","W",36,"MURDER",40,"5/13/2009",2009,22
6578,"M","W",34,"MURDER",40,"8/21/2018",2018,29
6579,"M","W",44,"MURDER",18,"8/3/2017",2017,38
6580,"M","B",47,"MURDER",80,"8/28/2012",2012,36
6581,"M","H",52,"MURDER",30,"5/23/2003",2003,32
6582,"M","B",36,"MURDER",99,"9/29/2017",2017,30
6583,"M","H",45,"AGG ROBBERY",5,"3/12/2020",2020,42
6584,"M","H",46,"AGG ROBBERY",8,"8/5/2020",2020,43
6585,"M","H",33,"AGG ROBBERY",20,"4/21/2016",2016,26
6586,"M","W",63,"MURDER",50,"9/24/2020",2020,60
6587,"F","W",40,"AGG ROBBERY",5,"4/28/2020",2020,37
6588,"M","W",60,"MURDER",25,"10/13/2004",2004,41
6589,"M","H",37,"MURDER",30,"2/3/2009",2009,23
6590,"M","B",35,"AGG ROBBERY",12,"8/27/2018",2018,30
6591,"M","H",33,"AGG ROBBERY",11,"11/13/2015",2015,25
6592,"M","B",37,"AGG ROBBERY",32,"7/29/2021",2021,35
6593,"M","B",34,"AGG ROBBERY",20,"6/6/2014",2014,25
6594,"M","W",40,"MURDER",67,"3/10/2015",2015,32
6595,"M","W",38,"AGG ROBBERY",40,"9/2/2004",2004,19
6596,"M","B",42,"MURDER",90,"2/9/2009",2009,28
6597,"M","H",34,"MURDER",40,"10/1/2009",2009,20
6598,"M","W",37,"AGG ROBBERY",8,"8/12/2021",2021,35
6599,"M","B",34,"AGG ROBBERY",15,"5/24/2010",2010,21
6600,"M","H",35,"AGG ROBBERY",10,"11/6/2013",2013,25
6601,"M","B",31,"MURDER",35,"2/28/2013",2013,21
6602,"M","H",41,"AGG ROBBERY",15,"4/4/2011",2011,29
6603,"M","H",41,"MURDER",20,"11/12/2004",2004,22
6604,"M","B",34,"AGG ROBBERY",15,"12/10/2012",2012,23
6605,"M","B",35,"AGG ROBBERY",6,"7/23/2019",2019,31
6606,"M","H",34,"MURDER",70,"2/15/2013",2013,24
6607,"M","H",31,"AGG ROBBERY",12,"5/7/2018",2018,26
6608,"M","B",36,"AGG ROBBERY",45,"7/19/2013",2013,26
6609,"M","H",36,"MURDER",50,"5/2/2022",2022,35
6610,"M","H",55,"MURDER",75,"3/17/2003",2003,35
6611,"M","H",40,"MURDER",33,"6/8/2006",2006,23
6612,"M","B",32,"AGG ROBBERY",20,"6/8/2016",2016,25
6613,"M","B",36,"AGG ROBBERY",5,"10/1/2019",2019,32
6614,"M","W",55,"MURDER",60,"9/4/2015",2015,47
6615,"M","H",36,"MURDER",18,"11/12/2015",2015,28
6616,"F","W",48,"MURDER",55,"7/28/2003",2003,28
6617,"M","B",44,"MURDER",10,"1/24/2019",2019,40
6618,"M","H",35,"AGG ROBBERY",15,"8/26/2008",2008,20
6619,"M","H",39,"MURDER",90,"6/24/2009",2009,25
6620,"M","B",55,"AGG ROBBERY",50,"11/24/2003",2003,35
6621,"M","H",37,"AGG ROBBERY",35,"10/29/2013",2013,27
6622,"M","W",40,"MURDER",45,"6/30/2005",2005,22
6623,"M","B",37,"AGG ROBBERY",60,"2/27/2006",2006,20
6624,"M","H",36,"MURDER",25,"10/31/2019",2019,32
6625,"M","H",45,"MURDER",35,"6/6/2002",2002,24
6626,"M","H",34,"MURDER",35,"9/1/2015",2015,26
6627,"M","H",37,"AGG ROBBERY",40,"10/1/2007",2007,21
6628,"M","B",34,"AGG ROBBERY",20,"5/30/2014",2014,25
6629,"M","B",36,"AGG ROBBERY",25,"5/16/2008",2008,21
6630,"F","W",42,"AGG ROBBERY",35,"2/5/2004",2004,23
6631,"M","B",36,"MURDER",49.5,"4/19/2016",2016,29
6632,"M","B",33,"AGG ROBBERY",5,"6/24/2020",2020,30
6633,"M","B",33,"MURDER",25,"12/6/2018",2018,28
6634,"M","B",61,"AGG ROBBERY",25,"4/9/2003",2003,41
6635,"M","H",33,"MURDER",37,"5/30/2019",2019,29
6636,"M","H",37,"MURDER",40,"4/5/2007",2007,21
6637,"M","B",40,"MURDER",35,"7/10/2006",2006,23
6638,"M","H",35,"AGG ROBBERY",18,"6/27/2016",2016,28
6639,"M","H",33,"AGG ROBBERY",30,"12/15/2010",2010,20
6640,"M","H",34,"MURDER",40,"6/2/2010",2010,21
6641,"M","W",41,"MURDER",30,"10/7/2003",2003,21
6642,"M","W",51,"MURDER",60,"5/12/2003",2003,31
6643,"M","H",38,"MURDER",35,"10/7/2003",2003,18
6644,"M","B",37,"MURDER",50,"7/31/2017",2017,31
6645,"M","H",53,"MURDER",48,"6/19/2003",2003,33
6646,"M","B",52,"AGG ROBBERY",60,"4/4/2003",2003,32
6647,"M","W",35,"AGG ROBBERY",15,"12/6/2022",2022,34
6648,"M","W",36,"MURDER",30,"10/19/2009",2009,22
6649,"M","W",39,"AGG ROBBERY",45,"8/12/2003",2003,19
6650,"M","H",37,"AGG ROBBERY",7,"2/23/2018",2018,32
6651,"M","B",37,"AGG ROBBERY",10,"10/11/2019",2019,33
6652,"M","H",50,"MURDER",40,"9/24/2009",2009,36
6653,"M","B",33,"AGG ROBBERY",20,"4/24/2014",2014,24
6654,"M","B",40,"AGG ROBBERY",40,"12/4/2003",2003,20
6655,"M","B",32,"MURDER",10,"5/9/2018",2018,27
6656,"M","W",61,"MURDER",55,"9/29/2003",2003,41
6657,"M","H",35,"MURDER",99,"8/19/2009",2009,21
6658,"M","H",31,"AGG ROBBERY",7,"3/1/2017",2017,25
6659,"M","W",57,"AGG ROBBERY",12,"7/6/2021",2021,55
6660,"F","W",53,"AGG ROBBERY",5,"1/21/2022",2022,52
6661,"M","H",34,"AGG ROBBERY",12,"7/15/2013",2013,24
6662,"M","H",40,"MURDER",40,"8/27/2003",2003,20
6663,"M","H",36,"MURDER",80,"4/16/2007",2007,20
6664,"M","H",48,"MURDER",35,"6/6/2018",2018,43
6665,"M","H",33,"AGG ROBBERY",12,"1/23/2020",2020,30
6666,"M","W",43,"AGG ROBBERY",17,"11/9/2022",2022,42
6667,"M","B",35,"AGG ROBBERY",20,"1/10/2018",2018,30
6668,"M","B",33,"AGG ROBBERY",8,"1/18/2022",2022,32
6669,"M","H",36,"MURDER",35,"5/13/2005",2005,18
6670,"M","H",39,"MURDER",45,"12/18/2013",2013,29
6671,"M","W",41,"MURDER",25,"2/16/2017",2017,35
6672,"M","B",55,"MURDER",99,"6/27/2003",2003,35
6673,"F","H",40,"MURDER",74,"1/30/2007",2007,24
6674,"M","B",33,"AGG ROBBERY",25,"9/20/2012",2012,22
6675,"M","W",38,"MURDER",20,"3/10/2016",2016,31
6676,"M","H",34,"MURDER",32,"10/23/2018",2018,29
6677,"M","H",41,"MURDER",40,"10/18/2021",2021,39
6678,"M","B",43,"AGG ROBBERY",30,"6/12/2006",2006,26
6679,"M","W",38,"MURDER",60,"9/2/2009",2009,24
6680,"M","W",38,"MURDER",25,"12/16/2022",2022,37
6681,"M","H",31,"MURDER",12,"5/31/2017",2017,25
6682,"M","H",32,"AGG ROBBERY",70,"8/4/2010",2010,19
6683,"F","H",63,"MURDER",50,"3/14/2003",2003,43
6684,"M","B",39,"AGG ROBBERY",12,"7/29/2015",2015,31
6685,"M","W",44,"MURDER",40,"3/25/2015",2015,36
6686,"M","W",39,"MURDER",25,"7/16/2009",2009,25
6687,"M","W",35,"AGG ROBBERY",20,"5/9/2003",2003,15
6688,"M","H",37,"MURDER",30,"3/27/2007",2007,21
6689,"M","H",35,"MURDER",35,"10/29/2010",2010,22
6690,"M","B",34,"AGG ROBBERY",24,"6/10/2022",2022,33
6691,"M","B",31,"MURDER",50,"4/5/2012",2012,20
6692,"M","H",35,"AGG ROBBERY",50,"2/4/2016",2016,28
6693,"M","B",37,"MURDER",25,"11/28/2005",2005,19
6694,"M","H",39,"MURDER",40,"11/9/2016",2016,32
6695,"M","B",36,"MURDER",30,"10/18/2010",2010,23
6696,"M","W",34,"MURDER",50,"10/10/2008",2008,19
6697,"M","B",38,"AGG ROBBERY",40,"1/10/2007",2007,22
6698,"M","B",37,"AGG ROBBERY",15,"5/9/2013",2013,27
6699,"M","W",38,"MURDER",30,"11/8/2010",2010,25
6700,"M","B",59,"MURDER",50,"12/10/2020",2020,56
6701,"M","W",32,"MURDER",12,"2/19/2020",2020,29
6702,"M","H",40,"AGG ROBBERY",65,"4/12/2011",2011,28
6703,"M","B",34,"MURDER",99,"12/6/2010",2010,21
6704,"M","W",35,"MURDER",50,"3/24/2022",2022,34
6705,"M","H",46,"MURDER",23,"3/24/2005",2005,28
6706,"M","B",37,"AGG ROBBERY",30,"10/22/2007",2007,21
6707,"F","W",38,"MURDER",35,"12/14/2006",2006,21
6708,"M","H",42,"MURDER",15,"5/20/2021",2021,40
6709,"M","B",37,"AGG ROBBERY",25,"3/24/2004",2004,18
6710,"M","B",36,"MURDER",50,"3/10/2016",2016,29
6711,"M","B",37,"MURDER",75,"10/13/2011",2011,25
6712,"M","W",35,"AGG ROBBERY",30,"6/17/2009",2009,21
6713,"M","B",36,"MURDER",45,"10/25/2012",2012,25
6714,"M","W",37,"AGG ROBBERY",22,"11/20/2014",2014,28
6715,"M","W",42,"AGG ROBBERY",40,"3/18/2010",2010,29
6716,"F","W",54,"AGG ROBBERY",5,"3/9/2022",2022,53
6717,"M","B",42,"MURDER",27,"7/1/2008",2008,27
6718,"M","W",36,"MURDER",40,"10/31/2003",2003,16
6719,"M","H",33,"MURDER",8,"11/16/2022",2022,32
6720,"M","H",39,"AGG ROBBERY",50,"9/24/2013",2013,29
6721,"F","H",52,"MURDER",30,"10/28/2003",2003,32
6722,"M","H",40,"MURDER",99,"3/3/2006",2006,23
6723,"M","H",35,"MURDER",35,"9/28/2017",2017,29
6724,"M","B",34,"AGG ROBBERY",8,"1/22/2020",2020,31
6725,"M","B",38,"AGG ROBBERY",30,"2/11/2009",2009,24
6726,"M","B",36,"AGG ROBBERY",65,"6/6/2011",2011,24
6727,"M","W",34,"MURDER",45,"11/4/2009",2009,20
6728,"M","W",38,"MURDER",30,"10/9/2002",2002,17
6729,"M","B",34,"AGG ROBBERY",18,"6/24/2010",2010,21
6730,"M","B",34,"AGG ROBBERY",30,"10/26/2011",2011,22
6731,"M","W",38,"AGG ROBBERY",17,"2/22/2018",2018,33
6732,"M","W",41,"AGG ROBBERY",11,"8/7/2018",2018,36
6733,"M","B",34,"AGG ROBBERY",5,"7/17/2019",2019,30
6734,"M","B",37,"MURDER",60,"12/7/2017",2017,31
6735,"M","B",45,"MURDER",70,"10/23/2003",2003,25
6736,"M","H",34,"AGG ROBBERY",5,"9/5/2019",2019,30
6737,"M","B",34,"AGG ROBBERY",25,"4/24/2008",2008,19
6738,"M","H",35,"MURDER",30,"7/11/2008",2008,20
6739,"M","H",33,"AGG ROBBERY",48,"3/30/2017",2017,27
6740,"M","B",35,"MURDER",20,"4/21/2014",2014,26
6741,"M","B",33,"MURDER",22,"1/22/2009",2009,19
6742,"M","H",38,"MURDER",38,"12/9/2004",2004,19
6743,"M","H",42,"MURDER",20,"11/4/2008",2008,27
6744,"M","B",33,"AGG ROBBERY",20,"11/30/2018",2018,28
6745,"M","H",45,"AGG ROBBERY",60,"3/8/2007",2007,29
6746,"M","B",53,"AGG ROBBERY",59,"8/27/2004",2004,34
6747,"M","B",41,"MURDER",55,"5/28/2004",2004,22
6748,"M","H",35,"AGG ROBBERY",15,"7/8/2014",2014,26
6749,"M","H",32,"AGG ROBBERY",20,"5/5/2008",2008,17
6750,"M","H",35,"MURDER",20,"4/26/2010",2010,22
6751,"M","H",35,"AGG ROBBERY",25,"5/10/2017",2017,29
6752,"M","B",40,"MURDER",55,"7/18/2003",2003,20
6753,"F","B",44,"MURDER",35,"4/18/2019",2019,40
6754,"M","H",36,"AGG ROBBERY",10,"8/15/2019",2019,32
6755,"M","H",38,"AGG ROBBERY",15,"9/9/2013",2013,28
6756,"F","W",75,"MURDER",45,"3/9/2006",2006,58
6757,"M","W",37,"AGG ROBBERY",35,"4/21/2022",2022,36
6758,"M","H",33,"AGG ROBBERY",40,"5/20/2009",2009,19
6759,"M","H",36,"AGG ROBBERY",15,"12/3/2019",2019,32
6760,"M","H",38,"MURDER",25,"5/3/2018",2018,33
6761,"M","B",40,"MURDER",26,"10/24/2003",2003,20
6762,"M","H",32,"AGG ROBBERY",25,"1/5/2010",2010,19
6763,"M","B",35,"MURDER",35,"7/14/2005",2005,17
6764,"M","W",36,"MURDER",48,"3/30/2012",2012,25
6765,"M","H",31,"MURDER",20,"6/4/2010",2010,18
6766,"M","B",40,"AGG ROBBERY",20,"4/29/2004",2004,21
6767,"M","H",37,"MURDER",55,"12/18/2003",2003,17
6768,"M","W",37,"AGG ROBBERY",12,"1/31/2022",2022,36
6769,"M","W",38,"MURDER",20,"1/23/2017",2017,32
6770,"M","H",43,"MURDER",25,"11/9/2006",2006,26
6771,"M","H",31,"AGG ROBBERY",14,"7/15/2010",2010,18
6772,"M","B",37,"MURDER",60,"1/17/2023",2023,37
6773,"M","H",42,"MURDER",30,"3/5/2003",2003,22
6774,"M","H",37,"AGG ROBBERY",12,"6/28/2011",2011,25
6775,"M","H",36,"AGG ROBBERY",38,"6/19/2017",2017,30
6776,"M","H",36,"MURDER",20,"5/18/2018",2018,31
6777,"F","B",34,"AGG ROBBERY",50,"6/23/2011",2011,22
6778,"M","W",34,"AGG ROBBERY",15,"5/14/2015",2015,26
6779,"M","H",37,"MURDER",30,"1/20/2006",2006,20
6780,"M","H",34,"AGG ROBBERY",15,"10/27/2020",2020,31
6781,"M","B",36,"MURDER",20,"12/14/2020",2020,33
6782,"M","W",43,"AGG ROBBERY",25,"7/10/2017",2017,37
6783,"F","H",39,"AGG ROBBERY",5,"8/16/2022",2022,38
6784,"M","B",37,"AGG ROBBERY",32,"9/11/2012",2012,26
6785,"M","B",36,"AGG ROBBERY",18,"12/16/2020",2020,33
6786,"M","H",45,"MURDER",65,"10/17/2019",2019,41
6787,"M","H",37,"AGG ROBBERY",18,"7/20/2016",2016,30
6788,"M","B",35,"MURDER",20,"3/25/2008",2008,20
6789,"M","W",40,"MURDER",55,"1/29/2007",2007,24
6790,"M","H",58,"MURDER",45,"8/3/2009",2009,44
6791,"M","B",50,"MURDER",25,"8/5/2022",2022,49
6792,"M","W",37,"AGG ROBBERY",12,"1/17/2017",2017,31
6793,"M","B",39,"MURDER",30,"7/18/2008",2008,24
6794,"M","W",40,"MURDER",40,"11/27/2018",2018,35
6795,"M","A",35,"MURDER",30,"7/16/2008",2008,20
6796,"M","H",38,"MURDER",45,"10/27/2014",2014,29
6797,"M","B",32,"MURDER",22,"2/20/2009",2009,18
6798,"M","B",31,"AGG ROBBERY",10,"9/21/2018",2018,26
6799,"M","B",32,"AGG ROBBERY",15,"10/10/2013",2013,22
6800,"M","B",34,"MURDER",65,"9/6/2011",2011,22
